,index,SongID,Performer,Song,spotify_genre,spotify_track_id,spotify_track_preview_url,spotify_track_duration_ms,spotify_track_explicit,spotify_track_album,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,spotify_track_popularity,Popularity Points Awarded,Has Word Love?
15552,15552,Love That Really CountsNatural Four,Natural Four,Love That Really Counts,['classic soul'],18FBVLTfreprD3Lz9YF6V0,https://p.scdn.co/mp3-preview/8e9b5124a4462ed67af999fb851b476f15ea1292?cid=b8d3901151d34489a160e3cf0ab1fa94,263160.0,False,The Natural Four,0.6019999999999999,0.4129999999999999,8.0,-15.782,1.0,0.037,0.157,0.0,0.0829,0.645,92.557,4.0,16.0,4.0,True
15553,15553,Love The One You're With/Going In CirclesLuther Vandross,Luther Vandross,Love The One You're With/Going In Circles,"['funk', 'motown', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'soul', 'urban contemporary']",,,,,,,,,,,,,,,,,,,8.0,True
15554,15554,Love The One You're WithStephen Stills,Stephen Stills,Love The One You're With,"['blues rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'traditional folk']",3NNkJwiHucP5QyUEAIMXra,https://p.scdn.co/mp3-preview/3064ea47482d5a957f1980438733cc0fadc8fd14?cid=b8d3901151d34489a160e3cf0ab1fa94,185586.0,False,Stephen Stills,0.567,0.65,0.0,-6.924,1.0,0.0325,0.0281,4e-06,0.107,0.1459999999999999,97.279,4.0,55.0,802.0,True
15555,15555,Love The One You're WithThe Isley Brothers,The Isley Brothers,Love The One You're With,"['classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']",0NnyYBnyStcNKDu7PejLPF,https://p.scdn.co/mp3-preview/359693454ba41bc5819298e372430593cf545033?cid=b8d3901151d34489a160e3cf0ab1fa94,223520.0,False,Givin' It Back,0.75,0.78,4.0,-7.861,1.0,0.036,0.3669999999999999,3e-06,0.153,0.7379999999999999,94.864,4.0,60.0,740.0,True
15556,15556,Love The Way You LieEminem Featuring Rihanna,Eminem Featuring Rihanna,Love The Way You Lie,"['detroit hip hop', 'g funk', 'hip hop', 'rap']",15JINEqzVMv3SvJTAXAKED,,263373.0,True,Recovery,0.749,0.925,10.0,-5.034,1.0,0.227,0.2409999999999999,0.0,0.52,0.641,86.989,4.0,83.0,2503.0,True
15557,15557,Love The WayEOL,EOL,Love The Way,[],,,,,,,,,,,,,,,,,,,69.0,True
15558,15558,Love The World AwayKenny Rogers,Kenny Rogers,Love The World Away,"['adult standards', 'classic country pop', 'country', 'mellow gold', 'nashville sound', 'soft rock']",5AmeC8GR3SmQD0WZi1sz2C,,191453.0,False,The Best Of Kenny Rogers: Through The Years,0.32,0.454,9.0,-6.16,1.0,0.0252,0.56,0.0,0.21,0.2919999999999999,82.14499999999998,4.0,40.0,800.0,True
15559,15559,"Love Theme From ""Eyes Of Laura Mars"" (Prisoner)Barbra Streisand",Barbra Streisand,"Love Theme From ""Eyes Of Laura Mars"" (Prisoner)","['adult standards', 'hollywood', 'mellow gold', 'soft rock']",2X51AKflJTB6IVPwrbMtMS,https://p.scdn.co/mp3-preview/0873fd0e1ee1d43411404bf1e6b7553f17af1698?cid=b8d3901151d34489a160e3cf0ab1fa94,233200.0,False,Barbra Streisand's Greatest Hits Volume II,0.3489999999999999,0.4269999999999999,4.0,-13.096,0.0,0.0365,0.271,9.7e-05,0.442,0.273,126.029,4.0,23.0,668.0,True
15560,15560,"Love Theme From ""Romeo And Juliet"" (A Time For Us)Johnny Mathis",Johnny Mathis,"Love Theme From ""Romeo And Juliet"" (A Time For Us)","['adult standards', 'brill building pop', 'easy listening', 'mellow gold', 'vocal jazz']",7kBGFnJ9ypIdfyTCgmVICL,https://p.scdn.co/mp3-preview/4933051db5fdbacc135bbb3dae3fdb79b56c1683?cid=b8d3901151d34489a160e3cf0ab1fa94,174986.0,False,Love Theme from Romeo & Juliet,0.247,0.496,9.0,-8.522,0.0,0.0368,0.887,0.000702,0.0705,0.315,75.226,3.0,25.0,9.0,True
15561,15561,"Love Theme From ""The Godfather"" (Speak Softly Love)Andy Williams",Andy Williams,"Love Theme From ""The Godfather"" (Speak Softly Love)","['adult standards', 'brill building pop', 'easy listening', 'mellow gold']",3NNM8rlskOvhul2y9PDl8u,https://p.scdn.co/mp3-preview/ad78085e1b242795ee48b1ad8683a8a26fc662f6?cid=b8d3901151d34489a160e3cf0ab1fa94,182840.0,False,Greatest Hits Volume II,0.264,0.202,0.0,-15.677,0.0,0.0305,0.774,0.000128,0.2869999999999999,0.256,146.008,3.0,44.0,547.0,True
15562,15562,"Love Theme From ""The Godfather""Carlo Savina",Carlo Savina,"Love Theme From ""The Godfather""",['vintage italian soundtrack'],,,,,,,,,,,,,,,,,,,245.0,True
15563,15563,"Love Theme From ""The Sandpiper"" (The Shadow Of Your Smile)Tony Bennett",Tony Bennett,"Love Theme From ""The Sandpiper"" (The Shadow Of Your Smile)","['adult standards', 'easy listening', 'vocal jazz']",66YI4JFp7BcMcepibGprsN,https://p.scdn.co/mp3-preview/353cf8a34c586ca95060c3f988c0a4a3bb68215e?cid=b8d3901151d34489a160e3cf0ab1fa94,217893.0,False,The Movie Song Album,0.3059999999999999,0.098,7.0,-17.247,1.0,0.032,0.941,0.0508,0.0974,0.0966,110.333,4.0,41.0,22.0,True
15564,15564,Love Theme From Romeo & JulietHenry Mancini And His Orchestra,Henry Mancini And His Orchestra,Love Theme From Romeo & Juliet,[],,,,,,,,,,,,,,,,,,,1191.0,True
15565,15565,Love Theme From Shogun (Mariko's Theme)Meco,Meco,Love Theme From Shogun (Mariko's Theme),[],,,,,,,,,,,,,,,,,,,90.0,True
15566,15566,Love Theme From St. Elmo's Fire (Instrumental)David Foster,David Foster,Love Theme From St. Elmo's Fire (Instrumental),[],65Wspymr1UkFIT0WRyVJnI,https://p.scdn.co/mp3-preview/250cdc9b5e817ef3c6b7ceb93c1e305f5fb9ed9a?cid=b8d3901151d34489a160e3cf0ab1fa94,209400.0,False,David Foster,0.57,0.404,8.0,-13.761,1.0,0.0361,0.501,0.668,0.104,0.312,125.201,4.0,46.0,1185.0,True
15567,15567,Love This LifeT.I.,T.I.,Love This Life,"['atl hip hop', 'dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",66X5niA1btaBYk1YxbI9pa,https://p.scdn.co/mp3-preview/1132c5e2f1fa4d2a02376c444ac227fb7cde4780?cid=b8d3901151d34489a160e3cf0ab1fa94,234584.0,False,Love This Life,0.692,0.387,1.0,-7.87,1.0,0.2849999999999999,0.0805,0.697,0.11,0.0941,173.916,4.0,0.0,20.0,True
15568,15568,Love This PainLady Antebellum,Lady Antebellum,Love This Pain,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road']",5WGQT9EYapix3MpDKFMwDN,,183653.0,False,Need You Now,0.639,0.905,11.0,-3.044,1.0,0.0409,0.00876,2e-06,0.3639999999999999,0.792,127.972,4.0,28.0,8.0,True
15569,15569,Love To LayThe Weeknd,The Weeknd,Love To Lay,"['canadian contemporary r&b', 'canadian pop', 'pop']",27BgDmciSjoxTG0almHTpZ,,223293.0,False,Starboy,0.7109999999999999,0.807,7.0,-5.053,0.0,0.0608,0.0519,0.0,0.214,0.699,116.971,4.0,67.0,30.0,True
15570,15570,Love To Love You BabyDonna Summer,Donna Summer,Love To Love You Baby,"['dance pop', 'disco', 'europop', 'hi-nrg', 'motown', 'new wave pop']",6Szw3sQC5Zssr15AJsUY9J,,1008533.0,False,Love To Love You Baby,0.622,0.4249999999999999,10.0,-16.256,1.0,0.052,0.2919999999999999,5.7e-05,0.0498,0.4169999999999999,96.168,4.0,46.0,1379.0,True
15571,15571,Love To The WorldL.T.D.,L.T.D.,Love To The World,"['classic soul', 'disco', 'funk', 'motown', 'new jack swing', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']",3iCbTmcXnKlRZCdaYOukxq,,275226.0,False,Love To The World,0.6039999999999999,0.386,6.0,-14.724,0.0,0.0407,0.404,0.000491,0.0898999999999999,0.38,77.927,4.0,53.0,16.0,True
15572,15572,Love TodayMIKA,MIKA,Love Today,"['dance pop', 'europop', 'pop']",6ZBJFWDYJSTQg54eDsqnkJ,,235173.0,False,Life in Cartoon Motion,0.671,0.908,11.0,-4.855,1.0,0.0605,0.0252,0.00128,0.12,0.631,124.473,4.0,50.0,9.0,True
15573,15573,"Love Touch (Theme From ""Legal Eagles"")Rod Stewart",Rod Stewart,"Love Touch (Theme From ""Legal Eagles"")","['adult standards', 'mellow gold', 'soft rock']",3aJrPU9tHoaAMGTTVtUAyN,https://p.scdn.co/mp3-preview/f61559f68db8d643193b1effe704bd7d47d0ad36?cid=b8d3901151d34489a160e3cf0ab1fa94,243933.0,False,Every Beat of My Heart,0.4939999999999999,0.762,4.0,-13.15,1.0,0.0448,0.0381,2.3e-05,0.0475,0.8309999999999998,179.009,4.0,31.0,1201.0,True
15574,15574,Love TrainHolly Johnson,Holly Johnson,Love Train,['new wave pop'],,,,,,,,,,,,,,,,,,,148.0,True
15575,15575,Love TrainThe O'Jays,The O'Jays,Love Train,"['classic soul', 'disco', 'funk', 'motown', 'philly soul', 'post-disco', 'quiet storm', 'soul', 'southern soul', 'urban contemporary']",28285KFbyCq8sJofn58qlD,https://p.scdn.co/mp3-preview/6a2c40a2caaaaea4657b96e9991c1d90773983bf?cid=b8d3901151d34489a160e3cf0ab1fa94,178400.0,False,Back Stabbers,0.7439999999999999,0.568,0.0,-9.629,1.0,0.0494,0.186,1.2e-05,0.163,0.687,122.657,4.0,69.0,1164.0,True
15576,15576,Love U 4 LifeJodeci,Jodeci,Love U 4 Life,"['dance pop', 'funk', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",02D9uD9WQb834Lb54xCvDS,,290066.0,False,The Sho,0.695,0.638,2.0,-7.891,0.0,0.0458,0.343,0.0,0.635,0.7009999999999998,118.106,4.0,55.0,1067.0,True
15577,15577,Love U MoreSunscreem,Sunscreem,Love U More,"['hardcore techno', 'hip house']",0JjMXxzPJ221NcAO3GmFdj,https://p.scdn.co/mp3-preview/d0de3fe4675df0b31c347ea335c336e60792b69e?cid=b8d3901151d34489a160e3cf0ab1fa94,251693.0,False,O3,0.6019999999999999,0.821,2.0,-8.843999999999998,1.0,0.0332,0.191,0.0,0.265,0.4929999999999999,126.085,4.0,28.0,746.0,True
15578,15578,Love UprisingOtis Leaville,Otis Leaville,Love Uprising,,,,,,,,,,,,,,,,,,,,152.0,True
15579,15579,Love Walked InDinah Washington,Dinah Washington,Love Walked In,"['adult standards', 'jazz', 'jazz blues', 'lounge', 'soul', 'swing', 'vocal jazz']",2HVkxxDjTDslP60B5Ak2pE,,131506.0,False,The Two Of Us,0.5749999999999998,0.436,0.0,-9.225,1.0,0.0318,0.761,0.00354,0.0442,0.8329999999999999,96.885,4.0,17.0,476.0,True
15580,15580,Love Walked InThe Flamingos,The Flamingos,Love Walked In,"['brill building pop', 'doo-wop', 'rhythm and blues']",5zNkueaMvECdbIJatkC1J5,https://p.scdn.co/mp3-preview/6f6457c6025fe7dac086bb74403f13ee1bf8fe8b?cid=b8d3901151d34489a160e3cf0ab1fa94,172546.0,False,Flamingo Serenade,0.4189999999999999,0.433,2.0,-10.168,1.0,0.0284,0.811,0.000193,0.165,0.161,88.122,3.0,24.0,16.0,True
15581,15581,Love Walks InVan Halen,Van Halen,Love Walks In,"['album rock', 'classic rock', 'hard rock', 'metal', 'rock']",6FRQGRdhueJGTKiYnirDNy,https://p.scdn.co/mp3-preview/61c670c991a26a20cfdfc7c0518685b9bee0200f?cid=b8d3901151d34489a160e3cf0ab1fa94,310933.0,False,5150,0.2,0.434,9.0,-14.274,0.0,0.0294,0.263,0.0,0.117,0.37,83.876,4.0,56.0,875.0,True
15582,15582,Love Who You LoveRascal Flatts,Rascal Flatts,Love Who You Love,"['contemporary country', 'country', 'country road']",45rEMRPLdv7PZw0FkAtsvG,,216280.0,False,Unstoppable,0.33,0.762,9.0,-5.631,1.0,0.0394,0.0651,0.0,0.123,0.3629999999999999,163.833,4.0,27.0,42.0,True
15583,15583,Love Will Conquer AllLionel Richie,Lionel Richie,Love Will Conquer All,"['adult standards', 'disco', 'mellow gold', 'motown', 'quiet storm', 'soft rock']",6nbi2AJ9hAi2SE8jH6mRKV,,340986.0,False,Dancing On The Ceiling,0.787,0.446,5.0,-10.001,1.0,0.0266,0.1769999999999999,2e-06,0.2369999999999999,0.5919999999999999,98.047,4.0,44.0,1171.0,True
15584,15584,Love Will Find A WayJackie DeShannon,Jackie DeShannon,Love Will Find A Way,"['brill building pop', 'bubblegum pop', 'merseybeat']",4QU9f1lOmTHwIyH0YbbX67,,159866.0,False,The Very Best Of Jackie DeShannon,0.625,0.532,0.0,-9.731000000000002,1.0,0.0305,0.1769999999999999,0.000661,0.187,0.893,114.959,4.0,3.0,334.0,True
15585,15585,Love Will Find A WayPablo Cruise,Pablo Cruise,Love Will Find A Way,"['country rock', 'folk rock', 'mellow gold', 'soft rock', 'yacht rock']",2LqzuRukwnpeWYLXBtiwmq,,251426.0,False,Worlds Away,0.797,0.4789999999999999,7.0,-13.855,1.0,0.0367,0.0112,2.9e-05,0.0624,0.8689999999999999,124.337,4.0,51.0,1236.0,True
15586,15586,Love Will Find A WayYes,Yes,Love Will Find A Way,"['album rock', 'art rock', 'classic rock', 'hard rock', 'jazz fusion', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']",5B8sDKrg4VN8etjH0vFz40,https://p.scdn.co/mp3-preview/62f4ea3c1775180b334868b2788f4634f7b2ba3f?cid=b8d3901151d34489a160e3cf0ab1fa94,289733.0,False,Big Generator,0.5929999999999999,0.887,11.0,-7.359,0.0,0.0318,0.195,0.00047,0.332,0.669,118.402,4.0,47.0,778.0,True
15587,15587,Love Will Keep Us TogetherCaptain & Tennille,Captain & Tennille,Love Will Keep Us Together,['pop edm'],4pCNJwixy2ImFncaPY2yE2,,205493.0,False,Love Will Keep Us Together,0.63,0.777,4.0,-4.337,1.0,0.0312,0.3669999999999999,0.0,0.318,0.928,129.619,4.0,60.0,1631.0,True
15588,15588,Love Will Lead You BackTaylor Dayne,Taylor Dayne,Love Will Lead You Back,"['freestyle', 'hi-nrg', 'new wave pop', 'soft rock']",3HLgjHYaEhKFvV4SSvI9Te,https://p.scdn.co/mp3-preview/780acb7901328a55a8ac943a9b58960c12046bd2?cid=b8d3901151d34489a160e3cf0ab1fa94,277600.0,False,Can't Fight Fate (Expanded Edition),0.547,0.513,1.0,-7.006,1.0,0.0267,0.201,0.0,0.0865999999999999,0.2,73.214,4.0,59.0,1433.0,True
15589,15589,Love Will Never Do (Without You)Janet Jackson,Janet Jackson,Love Will Never Do (Without You),"['dance pop', 'hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']",1SkJ8HjZUZRPYT3R2rh5sA,,350000.0,False,Rhythm Nation 1814,0.746,0.946,1.0,-8.809,1.0,0.0442,0.1409999999999999,0.00465,0.458,0.534,103.179,4.0,47.0,1489.0,True
15590,15590,Love Will Save The DayWhitney Houston,Whitney Houston,Love Will Save The Day,"['dance pop', 'pop', 'r&b']",4gDBc1RxPAvinJrZzZ9nYX,https://p.scdn.co/mp3-preview/2980be9552e0037650ba3a8da1deaa83232e3551?cid=b8d3901151d34489a160e3cf0ab1fa94,321666.0,False,Whitney,0.758,0.8439999999999999,1.0,-9.453,1.0,0.0482,0.197,4e-06,0.2419999999999999,0.766,120.571,4.0,44.0,982.0,True
15591,15591,Love Will Show Us HowChristine McVie,Christine McVie,Love Will Show Us How,"['mellow gold', 'soft rock', 'yacht rock']",3u7ffLulYoencaivAqimKE,https://p.scdn.co/mp3-preview/0de34082abd841f6c23c10dbedd5e2fdf297cfae?cid=b8d3901151d34489a160e3cf0ab1fa94,254266.0,False,Christine McVie,0.5769999999999998,0.8669999999999999,2.0,-4.717,1.0,0.0405,0.0951,0.00237,0.272,0.931,162.092,4.0,37.0,546.0,True
15592,15592,Love Will Turn You AroundKenny Rogers,Kenny Rogers,Love Will Turn You Around,"['adult standards', 'classic country pop', 'country', 'mellow gold', 'nashville sound', 'soft rock']",1M2a5TNHqmr2zXZZcB7xTe,,221193.0,False,Love Will Turn You Around,0.64,0.44,4.0,-15.938,1.0,0.0295,0.226,4e-06,0.122,0.6129999999999999,86.952,4.0,47.0,1040.0,True
15593,15593,Love WinsCarrie Underwood,Carrie Underwood,Love Wins,"['contemporary country', 'country', 'country dawn', 'dance pop', 'oklahoma country', 'pop', 'post-teen pop']",4XWnHzCRfRjaHRsTNeh3WR,,228640.0,False,Cry Pretty,0.523,0.8649999999999999,7.0,-4.697,1.0,0.0989,0.0112,0.0,0.153,0.325,135.115,4.0,61.0,103.0,True
15594,15594,Love With The Proper StrangerJack Jones,Jack Jones,Love With The Proper Stranger,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",41HVXlT0SYKg1kZU9znTBS,,146000.0,False,Greatest Hits: Jack Jones,0.18,0.1729999999999999,1.0,-12.852,1.0,0.0338,0.8469999999999999,1.8e-05,0.337,0.193,86.18399999999998,3.0,17.0,257.0,True
15595,15595,Love Won't Let Me WaitMajor Harris,Major Harris,Love Won't Let Me Wait,"['classic soul', 'philly soul', 'quiet storm']",7eQyTHRRxYkyUh8JRNOw09,https://p.scdn.co/mp3-preview/eb5571bd539cf78009faba919726b434782c01d1?cid=b8d3901151d34489a160e3cf0ab1fa94,333093.0,False,My Way,0.569,0.2049999999999999,9.0,-17.148,1.0,0.0358,0.919,2e-06,0.0893999999999999,0.327,115.705,3.0,41.0,1348.0,True
15596,15596,Love X LoveGeorge Benson,George Benson,Love X Love,"['adult standards', 'disco', 'jazz funk', 'jazz guitar', 'motown', 'quiet storm', 'smooth jazz', 'soft rock', 'soul', 'soul jazz', 'yacht rock']",1Gnufs5iuI3h5ow29J7tOO,https://p.scdn.co/mp3-preview/e9bfe0f09d90ee8f84294ab1ea9a7e172b7e83c9?cid=b8d3901151d34489a160e3cf0ab1fa94,286960.0,False,Give Me The Night,0.798,0.534,1.0,-12.718,1.0,0.0394,0.155,0.0013,0.113,0.8479999999999999,114.75,4.0,49.0,194.0,True
15597,15597,Love You All My LifetimeChaka Khan,Chaka Khan,Love You All My Lifetime,"['dance pop', 'disco', 'funk', 'motown', 'neo soul', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']",2yTswsiLkNGzzzX54WroNS,https://p.scdn.co/mp3-preview/a2e7a3ee990d4a3b920f9db64de8edd0adae588c?cid=b8d3901151d34489a160e3cf0ab1fa94,281679.0,False,The Woman I Am,0.693,0.8269999999999998,10.0,-6.437,0.0,0.0483,0.0114,0.189,0.32,0.906,103.087,4.0,27.0,172.0,True
15598,15598,Love You DifferentJustin Bieber Featuring BEAM,Justin Bieber Featuring BEAM,Love You Different,,,,,,,,,,,,,,,,,,,,17.0,True
15599,15599,Love You DownINOJ/LATHUN,INOJ/LATHUN,Love You Down,,,,,,,,,,,,,,,,,,,,1143.0,True
15600,15600,Love You DownReady For The World,Ready For The World,Love You Down,"['boy band', 'freestyle', 'funk', 'minneapolis sound', 'new jack swing', 'post-disco', 'quiet storm', 'r&b', 'urban contemporary']",6F0pF9du4C3BFDS0Lu52Mn,,391066.0,False,Long Time Coming,0.7169999999999999,0.2879999999999999,4.0,-12.943,0.0,0.0507,0.261,0.000974,0.0661,0.3059999999999999,129.401,4.0,48.0,1172.0,True
15601,15601,Love You Inside OutBee Gees,Bee Gees,Love You Inside Out,"['adult standards', 'disco', 'mellow gold', 'soft rock']",73V1mhbDb7K0lqlHB82iN5,,251333.0,False,Spirits Having Flown,0.7059999999999998,0.516,11.0,-11.037,0.0,0.0474,0.3539999999999999,4e-06,0.2049999999999999,0.8329999999999999,94.716,4.0,53.0,1242.0,True
15602,15602,Love You Like A Love SongSelena Gomez & The Scene,Selena Gomez & The Scene,Love You Like A Love Song,"['dance pop', 'pop', 'post-teen pop']",0laYHRpNTS6i8FXdupHkJ4,,188453.0,False,When The Sun Goes Down,0.8579999999999999,0.678,1.0,-3.87,0.0,0.0469,0.0761,0.0,0.0741,0.922,117.009,4.0,77.0,2189.0,True
15603,15603,Love You Like I Never Loved BeforeJohn O'Banion,John O'Banion,Love You Like I Never Loved Before,[],4jSwgxNp8EmMIdyPHEEKlb,https://p.scdn.co/mp3-preview/c0fb755ffbd0af91c2000b75e4b794da67f46e5f?cid=b8d3901151d34489a160e3cf0ab1fa94,202826.0,False,John O'Banion,0.4189999999999999,0.524,11.0,-12.455,1.0,0.0323,0.3689999999999999,0.0,0.339,0.8519999999999999,141.538,1.0,7.0,712.0,True
15604,15604,Love You Like I Used ToRussell Dickerson,Russell Dickerson,Love You Like I Used To,"['contemporary country', 'country', 'country road', 'modern country rock']",1D7cfiC5mxqHfTCcOiRBej,https://p.scdn.co/mp3-preview/70661a10dfced9a8015983ff0e03efd91ec54a0b?cid=b8d3901151d34489a160e3cf0ab1fa94,186613.0,False,"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/1E2AEtxaFaJtH0lO7kgNKw'}, 'href': 'https://api.spotify.com/v1/artists/1E2AEtxaFaJtH0lO7kgNKw', 'id': '1E2AEtxaFaJtH0lO7kgNKw', 'name': 'Russell Dickerson', 'type': 'artist', 'uri': 'spotify:artist:1E2AEtxaFaJtH0lO7kgNKw'}], 'available_markets': ['AD', 'AE', 'AG', 'AL', 'AM', 'AO', 'AR', 'AT', 'AU', 'AZ', 'BA', 'BB', 'BD', 'BE', 'BF', 'BG', 'BH', 'BI', 'BJ', 'BN', 'BO', 'BR', 'BS', 'BT', 'BW', 'BY', 'BZ', 'CA', 'CH', 'CI', 'CL', 'CM', 'CO', 'CR', 'CV', 'CY', 'CZ', 'DE', 'DJ', 'DK', 'DM', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FJ', 'FM', 'FR', 'GA', 'GB', 'GD', 'GE', 'GH', 'GM', 'GN', 'GQ', 'GR', 'GT', 'GW', 'GY', 'HK', 'HN', 'HR', 'HT', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JM', 'JO', 'JP', 'KE', 'KG', 'KH', 'KI', 'KM', 'KN', 'KR', 'KW', 'KZ', 'LA', 'LB', 'LC', 'LI', 'LK', 'LR', 'LS', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MG', 'MH', 'MK', 'ML', 'MN', 'MO', 'MR', 'MT', 'MU', 'MV', 'MW', 'MX', 'MY', 'MZ', 'NA', 'NE', 'NG', 'NI', 'NL', 'NO', 'NP', 'NR', 'NZ', 'OM', 'PA', 'PE', 'PG', 'PH', 'PK', 'PL', 'PS', 'PT', 'PW', 'PY', 'QA', 'RO', 'RS', 'RU', 'RW', 'SA', 'SB', 'SC', 'SE', 'SG', 'SI', 'SK', 'SL', 'SM', 'SN', 'SR', 'ST', 'SV', 'SZ', 'TD', 'TG', 'TH', 'TL', 'TN', 'TO', 'TR', 'TT', 'TV', 'TW', 'TZ', 'UA', 'UG', 'US', 'UY', 'UZ', 'VC', 'VN', 'VU', 'WS', 'XK', 'ZA', 'ZM', 'ZW'], 'external_urls': {'spotify': 'https://open.spotify.com/album/7odU4foqIpRNmUSblazLBq'}, 'href': 'https://api.spotify.com/v1/albums/7odU4foqIpRNmUSblazLBq', 'id': '7odU4foqIpRNmUSblazLBq', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2730610a7b20b59754022db05ec', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e020610a7b20b59754022db05ec', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048510610a7b20b59754022db05ec', 'width': 64}], 'name': 'Love You Like I Used To', 'release_date': '2020-02-11', 'release_date_precision': 'day', 'total_tracks': 1, 'type': 'album', 'uri': 'spotify:album:7odU4foqIpRNmUSblazLBq'}",0.501,0.788,10.0,-4.624,1.0,0.0415,0.12,0.0,0.137,0.61,152.047,4.0,70.0,843.0,True
15605,15605,Love You Like ThatCanaan Smith,Canaan Smith,Love You Like That,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock', 'redneck']",2QVzUws1l5mzZ4v46tGHrC,,203053.0,False,Bronco,0.561,0.756,11.0,-5.056,1.0,0.0287,0.0127,8.3e-05,0.233,0.7019999999999998,145.129,4.0,63.0,618.0,True
15606,15606,Love You MoreGinuwine,Ginuwine,Love You More,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'urban contemporary']",2KIxyCvBR4u1f9B2IRdlXX,https://p.scdn.co/mp3-preview/2014c8c7237ec9e1323477edc04e86e61cfbb00b?cid=b8d3901151d34489a160e3cf0ab1fa94,241373.0,False,The Senior,0.661,0.4219999999999999,8.0,-6.918,0.0,0.0282,0.0887,2e-06,0.164,0.4279999999999999,117.007,4.0,46.0,187.0,True
15607,15607,Love You Most Of AllSam Cooke,Sam Cooke,Love You Most Of All,"['adult standards', 'brill building pop', 'classic soul', 'rock-and-roll', 'soul']",0nvzDz3CqEViJaqT2cuFuY,https://p.scdn.co/mp3-preview/c5d58f23102ea277a97fd7c4ec163f032720f742?cid=b8d3901151d34489a160e3cf0ab1fa94,136800.0,False,The Man Who Invented Soul,0.694,0.4759999999999999,9.0,-8.388999999999998,1.0,0.0579,0.672,0.0,0.194,0.772,122.179,4.0,25.0,831.0,True
15608,15608,Love You Out LoudRascal Flatts,Rascal Flatts,Love You Out Loud,"['contemporary country', 'country', 'country road']",2WsWOqZk5YKJD1WTGKihRp,,185493.0,False,Melt,0.627,0.903,8.0,-2.714,1.0,0.0426,0.155,0.0,0.277,0.452,96.987,4.0,43.0,815.0,True
15609,15609,Love You So MuchNew Colony Six,New Colony Six,Love You So Much,"['bubblegum pop', 'classic garage rock', 'freakbeat']",32BhiOyoPOPVEh6zRCngXD,https://p.scdn.co/mp3-preview/03f69d3063ca27b888d69c1e0ff9a7a2a8be4293?cid=b8d3901151d34489a160e3cf0ab1fa94,121333.0,False,At the River's Edge,0.495,0.4709999999999999,11.0,-12.342,0.0,0.0293,0.128,0.0,0.2969999999999999,0.8629999999999999,135.103,4.0,14.0,150.0,True
15610,15610,Love You SoRon Holden with The Thunderbirds,Ron Holden with The Thunderbirds,Love You So,,,,,,,,,,,,,,,,,,,,1318.0,True
15611,15611,Love You Too LateCole Swindell,Cole Swindell,Love You Too Late,"['contemporary country', 'country', 'country road', 'modern country rock']",52MNypbTWiwybwzhXvsPk5,https://p.scdn.co/mp3-preview/7dbab54b94e1fe1f198e9f9b1eac8aeb1005cbf6?cid=b8d3901151d34489a160e3cf0ab1fa94,204720.0,False,All of It,0.542,0.797,9.0,-4.45,0.0,0.0379,0.00111,0.0,0.0906,0.5929999999999999,113.95,4.0,68.0,408.0,True
15612,15612,Love YouJack Ingram,Jack Ingram,Love You,"['country road', 'texas country']",08mW3TDbM23kCPQ7PT9J39,,163733.0,False,This Is It,0.59,0.884,8.0,-4.785,1.0,0.041,0.0641,9e-06,0.401,0.794,116.925,4.0,28.0,48.0,True
15613,15613,Love Your Love The MostEric Church,Eric Church,Love Your Love The Most,"['contemporary country', 'country', 'country road', 'modern country rock']",6HLciiLMPssno4lT4gbObT,,170386.0,False,Carolina,0.333,0.524,10.0,-6.788,1.0,0.0301,0.194,0.0,0.124,0.438,73.393,4.0,57.0,378.0,True
